Suburb,Rooms,Type,Price,Method,SellerG,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Regionname,Propertycount
Ormond,3,t,,SP,Buxton,11.8,,,,,,Glen Eira City Council,Southern Metropolitan,3578
Ormond,3,u,960000,S,hockingstuart,11.8,3,2,2,199,167,Glen Eira City Council,Southern Metropolitan,3578
Ormond,4,h,1486000,S,Buxton,11.8,4,2,1,618,,Glen Eira City Council,Southern Metropolitan,3578
Ormond,3,u,1461000,S,hockingstuart,11.8,,,,,,Glen Eira City Council,Southern Metropolitan,3578
Ormond,3,h,,S,Buxton,11.8,3,1,2,257,119,Glen Eira City Council,Southern Metropolitan,3578
Ormond,4,t,1425000,S,Buxton,11.8,4,2,2,314,189,Glen Eira City Council,Southern Metropolitan,3578
Ormond,3,h,1710000,S,hockingstuart,11.8,,,,,,Glen Eira City Council,Southern Metropolitan,3578
Ormond,1,u,311500,PI,Ray,11.8,1,1,1,0,,Glen Eira City Council,Southern Metropolitan,3578
Parkville,3,u,835000,S,Nelson,2.6,3,1,1,0,,Melbourne City Council,Northern Metropolitan,2309
Parkville,4,h,3970000,S,Collins,2.6,4,3,1,289,,Melbourne City Council,Northern Metropolitan,2309
Parkville,3,h,2790000,S,Collins,2.6,3,2,1,180,120,Melbourne City Council,Northern Metropolitan,2309
Parkville,4,h,1446000,S,Collings,2.6,,,,,,Melbourne City Council,Northern Metropolitan,2309
Parkville,2,u,500000,VB,Jellis,2.6,,,,,,Melbourne City Council,Northern Metropolitan,2309
Pascoe Vale,3,t,,S,Rendina,9.9,3,2,2,272,22,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,755000,S,Nelson,9.9,3,2,2,294,110,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,h,750000,PI,Nelson,9.9,2,1,2,531,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,h,1290000,S,Nelson,9.9,,,,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,h,,PI,Raine,9.9,2,1,2,191,80,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,h,999000,S,Nelson,9.9,2,1,1,587,95,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,800000,SP,Nelson,9.9,3,1,0,793,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,4,h,800000,S,Nelson,9.9,4,1,1,593,131,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,806000,SP,Brad,9.9,3,1,1,488,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,650000,SP,Nelson,9.9,,,,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,,PI,hockingstuart,9.9,3,2,2,537,113,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,t,660000,SP,Nelson,9.9,,,,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,4,h,770000,S,Nelson,9.9,4,1,2,596,130,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,u,496000,S,Brad,9.9,2,1,1,136,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,585000,S,YPA,9.9,3,1,1,0,129,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,t,540000,VB,Nelson,9.9,2,1,2,240,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,,PI,Barry,9.9,,,,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,708000,S,hockingstuart,9.9,3,1,2,321,94,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,u,497000,SP,Nelson,9.9,2,1,1,123,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,800000,S,Brad,9.9,3,1,2,506,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,4,h,1395000,S,Nelson,9.9,4,3,4,590,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,u,427500,S,hockingstuart,9.9,2,1,1,134,75,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,5,h,1301000,S,Frank,9.9,,,,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,,S,Brad,9.9,3,1,1,687,122,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,t,560000,S,Nelson,9.9,3,2,1,141,94,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,u,620000,S,Brad,9.9,,,,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,5,h,1410000,PI,Brad,9.9,5,3,4,1004,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,t,520000,S,Brad,9.9,2,1,1,0,82,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,t,652000,S,Eview,9.9,,,,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,1017500,S,Brad,9.9,3,1,1,620,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,h,,S,Nelson,9.9,2,2,2,814,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,h,910000,S,D'Aprano,9.9,2,1,3,602,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,t,600000,PI,Ray,9.9,,,,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,t,600000,SP,Nelson,9.9,,,,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,t,690000,S,Eview,9.9,,,,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,5,h,958000,S,Nelson,9.9,5,2,2,706,166,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,770000,PI,Brad,9.9,3,1,1,603,,Moreland City Council,Northern Metropolitan,7485
Port Melbourne,3,h,1400000,S,Marshall,3.8,3,3,0,92,105,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,,S,Marshall,3.8,2,1,0,140,86,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,SN,Chisholm,3.8,3,2,1,203,131,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,520000,VB,Buxton,3.8,2,1,1,2166,54,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,S,Marshall,3.8,3,2,1,162,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,u,,SN,Biggin,3.8,3,2,2,0,138,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,1332000,S,Greg,3.8,2,1,2,288,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,801000,S,Greg,3.8,2,2,1,0,90,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,,SP,Cayzer,3.8,2,1,1,0,67,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,S,Marshall,3.8,3,2,0,185,187,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,2400000,S,Greg,3.8,3,2,2,368,226,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,SP,Greg,3.8,3,1,0,169,116,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,,SN,Chisholm,3.8,2,1,0,165,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,4,h,1995000,S,Frank,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,1,u,,PI,Buxton,3.8,1,1,1,630,41,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,575000,S,Biggin,3.8,2,1,1,7159,61,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,1000000,S,Cayzer,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,SP,Marshall,3.8,3,1,0,268,104,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,4,t,,PI,Marshall,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,1700000,VB,hockingstuart,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,S,Marshall,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,SP,Marshall,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,S,Marshall,3.8,3,2,1,133,155,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,S,Marshall,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,950000,S,hockingstuart,3.8,2,2,1,98,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,730000,SP,Buxton,3.8,2,1,1,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,1110000,S,RT,3.8,2,2,1,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,2250000,S,Greg,3.8,2,2,2,0,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,4,h,2700000,S,Marshall,3.8,4,3,2,317,156,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,4,h,1375000,S,hockingstuart,3.8,4,1,1,190,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,4,h,1805000,PI,Marshall,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,,S,Marshall,3.8,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,600000,VB,hockingstuart,3.8,2,1,1,0,61,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,1030000,S,Buxton,3.8,2,2,2,21715,99,Melbourne City Council,Southern Metropolitan,8648
Prahran,3,h,,VB,RT,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,1251000,PI,Jellis,4.5,3,1,0,195,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,,SP,Abercromby's,4.5,3,1,0,293,155,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1305000,SP,Gary,4.5,2,1,1,210,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,SN,Harcourts,4.5,2,2,2,0,62,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,2250000,PI,Noel,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,550000,S,Biggin,4.5,1,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,,PI,Williams,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,805000,S,Jellis,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,,S,hockingstuart,4.5,1,1,1,1786,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1615000,S,Jellis,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,645000,S,Gary,4.5,2,1,1,2842,84,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,,SP,hockingstuart,4.5,2,1,0,131,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,550000,SP,Thomson,4.5,2,1,1,72,69,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,410000,PI,Thomson,4.5,1,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,,SP,hockingstuart,4.5,3,1,0,210,133,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,690000,S,McGrath,4.5,2,2,2,1146,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,630000,S,hockingstuart,4.5,2,1,1,0,59,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,685000,S,hockingstuart,4.5,2,1,1,8220,87,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,,S,Jellis,4.5,2,1,0,184,85,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,570000,S,Gary,4.5,2,1,1,479,,Stonnington City Council,Southern Metropolitan,7717
Prahran,4,h,,SN,Abercromby's,4.5,4,2,0,286,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,h,860000,PI,hockingstuart,4.5,1,1,0,108,54,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1388000,S,Marshall,4.5,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,880000,PI,Buxton,4.5,3,1,0,249,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,475000,VB,hockingstuart,4.5,2,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,888000,S,Jellis,4.5,2,1,1,0,,Stonnington City Council,Southern Metropolitan,7717
Prahran,3,h,,SN,hockingstuart,4.5,3,2,2,192,,Stonnington City Council,Southern Metropolitan,7717
Preston,2,t,792000,S,Nelson,8.8,,,,,,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,605000,S,Barry,8.8,,,,,,Darebin City Council,Northern Metropolitan,14577
Preston,2,u,413000,SP,Raine,8.8,2,1,1,0,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1190000,S,Barry,8.8,3,2,2,572,118,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,2000000,PI,McGrath,8.8,2,1,2,465,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1045000,S,Nelson,8.8,3,1,2,513,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1121000,S,Barry,8.8,3,2,3,604,123,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,,SP,Nelson,8.8,3,1,2,0,,Darebin City Council,Northern Metropolitan,14577
Preston,3,u,715000,S,hockingstuart,8.8,3,1,1,210,,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,,SN,Nicholson,8.8,2,1,3,650,115,Darebin City Council,Northern Metropolitan,14577
Preston,4,h,1200000,S,RW,8.8,4,3,2,466,,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,,SN,Barry,8.8,2,1,2,302,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,917500,S,Nelson,8.8,3,2,2,472,123,Darebin City Council,Northern Metropolitan,14577
Preston,4,h,,S,Jellis,8.8,4,2,2,604,256,Darebin City Council,Northern Metropolitan,14577
Preston,4,h,770000,S,Love,8.8,4,1,1,494,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,800000,PI,hockingstuart,8.8,3,2,2,319,124,Darebin City Council,Northern Metropolitan,14577
Preston,4,h,1075000,S,Nelson,8.8,4,1,2,521,146,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1015000,S,Ray,8.8,3,2,1,511,,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,825000,SP,Ray,8.8,,,,,,Darebin City Council,Northern Metropolitan,14577
Preston,2,u,532500,SP,hockingstuart,8.8,,,,,,Darebin City Council,Northern Metropolitan,14577
Preston,3,t,880000,S,Nelson,8.8,3,2,2,242,103.6,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1020000,PI,hockingstuart,8.8,3,2,2,670,140,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1120000,SP,McGrath,8.8,,,,,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1000000,VB,Nelson,8.8,3,1,3,624,145,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1010000,SP,McGrath,8.8,3,0,0,533,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,860000,S,Nelson,8.8,,,,,,Darebin City Council,Northern Metropolitan,14577
Preston,4,h,1110000,S,Nelson,8.8,4,1,2,556,,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,800000,VB,Nelson,8.8,2,1,1,405,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,910000,S,hockingstuart,8.8,3,1,1,674,90,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1215000,S,hockingstuart,8.8,3,1,1,690,,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,2300000,SP,McGrath,8.8,2,1,2,465,,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,1108000,SP,McGrath,8.8,2,1,0,258,,Darebin City Council,Northern Metropolitan,14577
Preston,2,t,610000,S,Holland,8.8,,,,,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,801000,S,Nelson,8.8,3,1,2,620,,Darebin City Council,Northern Metropolitan,14577
Preston,3,t,655000,PI,Ray,8.8,,,,,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1010000,S,Nelson,8.8,3,1,2,486,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,690000,S,RW,8.8,3,1,2,581,90,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,620000,S,hockingstuart,8.8,,,,,,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,630000,PI,Barry,8.8,2,1,1,319,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1100000,S,Nelson,8.8,3,2,4,637,124,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1055000,S,Nelson,8.8,3,1,2,575,,Darebin City Council,Northern Metropolitan,14577
Preston,2,u,560000,S,Nelson,8.8,2,1,2,196,,Darebin City Council,Northern Metropolitan,14577
Preston,1,u,385000,SP,Brad,8.8,1,1,1,896,65,Darebin City Council,Northern Metropolitan,14577
Preston,2,u,,S,Love,8.8,2,1,1,191,191,Darebin City Council,Northern Metropolitan,14577
Princes Hill,3,h,1550000,S,Woodards,3.7,,,,,,Yarra City Council,Northern Metropolitan,1008
Reservoir,2,h,,SP,Ray,11.2,2,1,2,548,74,Darebin City Council,Northern Metropolitan,21650
Reservoir,4,h,741000,S,Ray,11.2,4,1,2,659,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,725000,S,Barry,11.2,3,1,1,547,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,u,615000,S,Barry,11.2,3,1,2,320,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,u,406000,S,Barry,11.2,2,1,1,0,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,825000,PI,Holland,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,1010000,S,Barry,11.2,3,1,2,649,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,u,,SP,Ray,11.2,2,1,1,248,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,h,852000,S,Love,11.2,2,1,2,705,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,595000,SP,Barry,11.2,3,1,1,490,116,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,u,511000,S,Love,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,t,663500,S,Nelson,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,665000,S,Love,11.2,3,1,2,874,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,u,631000,S,Barry,11.2,3,1,1,267,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,t,668000,S,Ray,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,4,h,905000,S,hockingstuart,11.2,4,2,2,696,142,Darebin City Council,Northern Metropolitan,21650
Reservoir,5,h,845000,S,RW,11.2,5,2,2,676,100,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,t,815000,S,Barry,11.2,3,2,2,213,1,Darebin City Council,Northern Metropolitan,21650
Reservoir,4,h,770000,S,Ray,11.2,4,3,3,697,213,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,h,935000,S,Love,11.2,2,1,1,537,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,610000,S,Barry,11.2,3,1,2,435,102,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,h,980000,S,Stockdale,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,4,h,678500,S,hockingstuart,11.2,0,1,2,606,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,h,861500,S,Nelson,11.2,2,1,1,419,100,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,801000,SP,Love,11.2,3,1,1,551,115,Darebin City Council,Northern Metropolitan,21650
Reservoir,4,h,1150000,S,Barry,11.2,4,1,2,928,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,760000,PI,Barry,11.2,3,2,2,567,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,u,490000,S,Ray,11.2,2,1,1,143,85,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,605000,S,Love,11.2,3,1,2,371,112,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,810000,S,Love,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,t,652000,S,Nelson,11.2,2,2,2,254,93,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,,SP,C21,11.2,3,2,2,889,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,t,515000,SP,RW,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,t,615000,S,Ray,11.2,2,1,1,202,,Darebin City Council,Northern Metropolitan,21650
Reservoir,1,u,407000,S,Ray,11.2,1,1,1,108,,Darebin City Council,Northern Metropolitan,21650
Reservoir,1,h,315000,PI,Ray,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,5,h,871000,S,Stockdale,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,4,h,930000,S,Barry,11.2,4,1,3,635,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,t,741000,S,Barry,11.2,3,2,2,257,120,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,h,375000,PI,Nelson,11.2,2,1,1,101,67,Darebin City Council,Northern Metropolitan,21650
Reservoir,4,h,1005000,S,Nelson,11.2,4,2,5,768,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,h,748500,S,hockingstuart,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,4,h,800000,SP,RW,11.2,4,1,4,605,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,u,640000,S,Harcourts,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,t,730000,S,RW,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,u,395000,S,Stockdale,11.2,2,1,1,166,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,t,550000,S,Nelson,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,5,h,1075000,S,Barry,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,643500,S,Ray,11.2,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,h,1025000,S,Barry,11.2,2,2,1,715,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,u,505000,S,RW,11.2,2,1,1,110,1,Darebin City Council,Northern Metropolitan,21650
Richmond,2,h,950000,VB,hockingstuart,2.6,2,1,0,150,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,h,1110000,S,hockingstuart,2.6,2,1,0,166,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,t,950000,VB,hockingstuart,2.6,2,1,1,113,118,Yarra City Council,Northern Metropolitan,14949
Richmond,2,u,1226000,S,hockingstuart,2.6,2,1,1,826,99,Yarra City Council,Northern Metropolitan,14949
Richmond,1,u,500000,VB,Collins,2.6,1,1,1,2044,,Yarra City Council,Northern Metropolitan,14949
Richmond,3,h,1214000,S,Nelson,2.6,3,1,0,176,106,Yarra City Council,Northern Metropolitan,14949
Richmond,3,h,1510000,S,Jellis,2.6,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,1,u,370000,SP,Biggin,2.6,1,1,1,3512,,Yarra City Council,Northern Metropolitan,14949
Richmond,3,u,790000,SP,Biggin,2.6,3,1,1,0,90,Yarra City Council,Northern Metropolitan,14949
Richmond,3,h,1400000,VB,Nelson,2.6,3,2,0,848,,Yarra City Council,Northern Metropolitan,14949
Richmond,1,u,485000,SP,Biggin,2.6,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,u,500000,VB,Jellis,2.6,2,1,1,0,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,t,1090000,S,Fletchers,2.6,2,2,1,0,137,Yarra City Council,Northern Metropolitan,14949
Richmond,3,h,1785000,S,hockingstuart,2.6,3,1,0,240,115,Yarra City Council,Northern Metropolitan,14949
Richmond,2,u,560000,PI,Ray,2.6,2,1,1,7455,65,Yarra City Council,Northern Metropolitan,14949
Richmond,2,u,690000,VB,hockingstuart,2.6,2,2,1,760,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,h,1050000,PI,Biggin,2.6,2,1,0,134,63.7,Yarra City Council,Northern Metropolitan,14949
Richmond,3,h,2060000,PI,Marshall,2.6,3,2,1,181,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,u,490000,SP,Biggin,2.6,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,3,t,,S,Fletchers,2.6,3,3,3,84,166,Yarra City Council,Northern Metropolitan,14949
Richmond,1,u,310000,SP,Jellis,2.6,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,3,h,,S,hockingstuart,2.6,3,2,2,115,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,h,860000,PI,Biggin,2.6,2,1,0,111,,Yarra City Council,Northern Metropolitan,14949
Richmond,3,t,1052000,S,Jellis,2.6,3,1,2,0,100,Yarra City Council,Northern Metropolitan,14949
Richmond,2,h,,PI,Biggin,2.6,2,1,0,151,77,Yarra City Council,Northern Metropolitan,14949
Richmond,3,h,3000000,VB,Jellis,2.6,3,2,7,230,204,Yarra City Council,Northern Metropolitan,14949
Richmond,2,u,685000,S,hockingstuart,2.6,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,u,,PI,Biggin,2.6,2,1,1,1997,85,Yarra City Council,Northern Metropolitan,14949
Richmond,3,h,1330000,S,Jellis,2.6,3,1,1,154,95,Yarra City Council,Northern Metropolitan,14949
Richmond,2,u,440000,VB,Jellis,2.6,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,u,630000,S,Biggin,2.6,2,2,1,3512,,Yarra City Council,Northern Metropolitan,14949
Richmond,4,h,,SN,hockingstuart,2.6,4,3,4,,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,h,1210000,S,Jellis,2.6,2,1,0,178,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,h,,SP,Jellis,2.6,2,1,2,120,,Yarra City Council,Northern Metropolitan,14949
Richmond,1,h,911000,S,Biggin,2.6,1,1,0,126,77,Yarra City Council,Northern Metropolitan,14949
Richmond,3,h,1590000,S,hockingstuart,2.6,3,1,1,318,,Yarra City Council,Northern Metropolitan,14949
Rosanna,3,t,,PI,Morrison,11.4,,,,,,Banyule City Council,Eastern Metropolitan,3540
Rosanna,3,u,888500,S,Miles,11.4,,,,,,Banyule City Council,Eastern Metropolitan,3540
Rosanna,4,h,1380000,S,Fletchers,11.4,4,2,2,607,,Banyule City Council,Eastern Metropolitan,3540
Rosanna,3,t,810000,VB,Miles,11.4,,,,,,Banyule City Council,Eastern Metropolitan,3540
Rosanna,4,h,,PN,Miles,11.4,4,2,2,647,206,Banyule City Council,Eastern Metropolitan,3540
Rosanna,3,h,,S,Morrison,11.4,,,,,,Banyule City Council,Eastern Metropolitan,3540
Rosanna,4,h,,SN,Miles,11.4,,,,,,Banyule City Council,Eastern Metropolitan,3540
Rosanna,4,h,1150000,SP,Miles,11.4,4,1,2,672,,Banyule City Council,Eastern Metropolitan,3540
Rosanna,4,h,,SN,Miles,11.4,4,2,0,981,147,Banyule City Council,Eastern Metropolitan,3540
Rosanna,4,h,1160000,S,Barry,11.4,4,2,2,613,,Banyule City Council,Eastern Metropolitan,3540
Rosanna,4,h,,SP,Barry,11.4,,,,,,Banyule City Council,Eastern Metropolitan,3540
Rosanna,2,u,615000,S,Miles,11.4,2,1,1,190,105,Banyule City Council,Eastern Metropolitan,3540
Rosanna,3,h,940000,VB,Miles,11.4,3,2,2,581,,Banyule City Council,Eastern Metropolitan,3540
